Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
"0,579","0,111","125,984","0,521","0,548","0,881",4,"0,877",5,354286,"0,26598062366042","0,632",0,audio_features,4sWJCVOn705QUBCDt81bPB,Boring,,,
"0,532","0,0657","118,058","0,0732","0,0735","0,888",4,"0,836",0,521773,"0,301300602418612","0,638",0,audio_features,02iG4hNHYRA3EPwZzjUcHz,Boring,,,
"0,919","0,0766","120,005","0,0668","0,307","0,751",4,"0,833",1,388664,"0,305140602914104","0,839",1,audio_features,3vArPaxChsbNL7AxWT81BE,Boring,,,
"0,207","0,185","109,963","0,418","0,695","0,0939",4,"0,868",1,175062,"0,237383210948066","0,26",0,audio_features,28u3A066utFjceZ5B11AKL,Boring,,,
"0,871","0,107","122,98","0,0619","0,0221","0,861",4,"0,794",2,384512,"0,397969692950955","0,403",0,audio_features,5b9tLaVHmtMr8dNAzCBKJG,Boring,,,
"0,8","0,0891","123,992","0,0445","0,145","0,541",4,"0,8",9,349224,"0,304088502567628","0,125",0,audio_features,42LvVFsmizS7GT0BZCy6Gc,Boring,,,
"0,457","0,202",125,"0,227","0,193","0,202",4,"0,675",5,319380,"0,333887376725123","0,27",1,audio_features,1SA3sXFX3V8WgzmZdlO223,Boring,,,
"0,8","0,0933","115,987","0,107","0,475","0,878",4,"0,866",6,403322,"0,318970118691486","0,718",0,audio_features,4nN7ISAJlclPt4v00J9sXw,Boring,,,
"0,586","0,118","129,998","0,443","0,668","0,839",4,"0,656",2,421829,"0,235315210299125","0,134",1,audio_features,3dB7NLIVcFfYPbu3wJwnq4,Boring,,,
"0,729","0,134","94,01","0,0236","0,0206","0,0489",4,"0,647",5,249627,"0,486911464184844","0,687",1,audio_features,7vFv0yFGMJW3qVXbAd9BK9,Calm,Room For Squares,John Mayer,Your Body Is a Wonderland
"0,89","0,0826","97,012","0,0418","0,182",0,4,"0,677",1,216773,"0,599238902583478","0,764",0,audio_features,24YvUQnuPL8gObCfSnAobH,Calm,"Save Me, San Francisco",Train,"Hey, Soul Sister"
"0,616","0,349","110,015","0,06","0,417",0,4,"0,795",1,190453,"0,544439968266328","0,815",0,audio_features,3rKYiySCDMUKTw5kGVVhaa,Calm,Nine Track Mind,Charlie Puth,Marvin Gaye
"0,651","0,0823","80,934","0,0265","0,0638","0,0000695",4,"0,549",5,243960,"0,392554535970109","0,444",1,audio_features,0ULAOsJR33XQzlZVZvjGpB,Calm,6 PICKS: Essential Radio Hits EP,Sixpence None The Richer,Don't Dream It's Over
"0,417","0,135","130,032","0,0354","0,296",0,4,"0,623",0,191360,"0,367324587869797","0,721",1,audio_features,0IktbUcnAGrvD03AWnz3Q8,Calm,We Sing. We Dance. We Steal Things.,Jason Mraz,Lucky
"0,843","0,0876","109,012","0,0432","0,0151",0,4,"0,637",5,220733,"0,536228632644137","0,434",1,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,Calm,Doo-Wops & Hooligans,Bruno Mars,Just the Way You Are
"0,4","0,151","96,938","0,0241","0,459",0,4,"0,598",6,203546,"0,314267882987923","0,369",1,audio_features,0jdeV5dSB3kUBRqe1xQJbh,Calm,Take It All Away (U.S. Version),Ryan Cabrera,True
"0,741","0,0736","100,004","0,0268","0,116","0,00000123",4,"0,529",3,205240,"0,521134709800483","0,455",1,audio_features,75fuzn623bYyKISKlFHdCw,Calm,6 PICKS: Essential Radio Hits EP,Sixpence None The Richer,Kiss Me
"0,845","0,336","119,485","0,0372","0,0528",0,4,"0,639",10,233373,"0,681318215109024","0,871",1,audio_features,1FHNctV68GUNLgXclG2DtR,Calm,Dancing In The Moonlight: The Best Of Toploader,Toploader,Dancing in the Moonlight
"0,662","0,0267","89,979","0,0469","0,0727",0,4,"0,651",9,214227,"0,606736329588505","0,933",1,audio_features,2qXKFmKjFzhSGG7kPzoK8n,Calm,Beautiful Soul,Jesse McCartney,Beautiful Soul
"0,69","0,132","94,988","0,052","0,0771",0,4,"0,634",6,253307,"0,407192715444287","0,645",1,audio_features,1x8AFBt9UEMRY41fSxi7aA,Calm,Waking Up,OneRepublic,Good Life
"0,893","0,202","174,648","0,0342","0,000714",0,4,"0,41",6,258080,"0,606247554858145","0,688",0,audio_features,4w7RuuQAVP0JXlAom3z1aC,Calm,Stop The Clocks,Oasis,Wonderwall
"0,661","0,234","173,365","0,0281","0,00239","0,00013",4,"0,429",11,266773,"0,435161033974398","0,285",1,audio_features,3AJwUDP919kvQ9QcozQPxg,Calm,Parachutes,Coldplay,Yellow
"0,714","0,155","175,924","0,129","0,0549",0,4,"0,564",7,204013,"0,563183600530742","0,33",1,audio_features,37f4ITSlgPX81ad2EvmVQr,Calm,Wildfire,Rachel Platten,Fight Song
"0,827","0,226","94,767","0,0398","0,328",0,4,"0,454",11,237440,"0,64758980046495","0,32",1,audio_features,7ulZJytSQ43kwDjT2AL0LZ,Calm,Best Of,Vanessa Carlton,A Thousand Miles
"0,9","0,523","128,995","0,0311","0,0108","0,000395",4,"0,649",6,186000,"0,512271270264539","0,893",0,audio_features,2ENx9vLmbagrc0yDY1j0BN,Calm,World Of Our Own,Westlife,Uptown Girl - Radio Edit
"0,457","0,105","150,953","0,0468","0,595",0,4,"0,686",11,242187,"0,383618903805027","0,718",1,audio_features,1EzrEOXmMH3G43AXT1y7pA,Calm,We Sing. We Dance. We Steal Things.,Jason Mraz,I'm Yours
"0,696","0,13","94,09","0,197","0,11",0,4,"0,834",5,272533,"0,689922009844047","0,804",1,audio_features,3CNqo3gYrfexdrtjFmC9he,Calm,Elephunk,Black Eyed Peas,Where Is The Love?
"0,688","0,0924","123,125","0,0254","0,39","0,00000103",4,"0,686",6,212373,"0,56357276837804","0,493",0,audio_features,4T6HLdP6OcAtqC6tGnQelG,Calm,Call Me Irresponsible (Standard Edition),Michael Bublé,Everything
"0,761","0,062","88,04","0,0468","0,0756",0,4,"0,604",0,244867,"0,547835283892995","0,787",1,audio_features,4T5cqerbDXueYSVfXkIITo,Calm,Songs About Jane,Maroon 5,Sunday Morning
"0,265","0,0893","92,821","0,0327","0,897","0,0000199",4,"0,622",2,243956,"0,324788018763537","0,261",1,audio_features,2ydhxOqJQrYEETtWcuD06y,Calm,America,Mabes,America
"0,342","0,132","104,993","0,0404","0,701","0,00000256",4,"0,779",3,175602,"0,483281310069531","0,482",0,audio_features,4poybupy26pTWPr9zY1i7h,Calm,Some Say,Nea,Some Say
"0,0907","0,159","100,107","0,0363","0,892",0,4,"0,682",1,173066,"0,147672626739858","0,219",0,audio_features,7ggLvZ7Ot5bfayAva458kA,Calm,We Found Love,Michael Shynes,We Found Love
"0,306","0,114","98,159","0,0315","0,838","0,00000634",4,"0,453",0,188796,"0,337598104855425","0,313",1,audio_features,4f9v0TtwAu5cyKqLbh38JF,Calm,Letting Go for a Little While,Ryan McMullan,Letting Go for a Little While
"0,249","0,103","94,039","0,0437","0,918",0,4,"0,387",9,194583,"0,217946550645593","0,346",1,audio_features,43MP9F7UzvfilSrw2SqZGJ,Calm,Enough for You,Saint Claire,Enough for You
"0,296","0,252","135,944","0,0267","0,853","0,0781",4,"0,5",3,227493,"0,23515271644036","0,263",1,audio_features,1k86Fmt123wy26VMqGxpGc,Calm,Home,Joshua Hyslop,Home
"0,341","0,069","121,038","0,0343","0,692","0,000593",4,"0,67",6,149367,"0,245357874070603","0,378",1,audio_features,1LQfG2btSBVMwMghg2nKOb,Calm,Where the Vampires Hide,Garrett Kato,Where the Vampires Hide
"0,303","0,0849","135,99","0,0288","0,556","0,0000179",4,"0,549",4,226413,"0,240685540362976","0,2",1,audio_features,7fZ2GktS3lfZuI6BbDamrS,Calm,Lost Sparks,Canyon City,Lost Sparks
"0,272","0,112","109,69","0,0317","0,945","0,0279",4,"0,413",1,211882,"0,263997612935481","0,355",1,audio_features,21xRlfE6OjTAFQ4wd9u8IU,Calm,Girl (Acoustic),SYML,Girl - Acoustic
"0,182","0,118","114,348","0,0387","0,915","0,00000105",4,"0,675",9,169045,"0,176116481326357","0,294",0,audio_features,2muCD2b8lL3LEFd6rAXoYc,Calm,Little Marks,Emil Landman,Little Marks
"0,219","0,0827","73,537","0,0358","0,917","0,0104",4,"0,38",4,242265,"0,216945177205702","0,0517",0,audio_features,73SpzrcaHk0RQPFP73vqVR,Calm,No Time To Die,Billie Eilish,No Time To Die
"0,272","0,0876","137,272","0,057","0,862",0,4,"0,538",1,228039,"0,280252825608332","0,223",1,audio_features,1Pfda7rE4i9UXOQAlSLDJw,Calm,Not Like Falling Out Of Love,Nick Wilson,Not Like Falling Out Of Love
"0,34","0,12","139,889","0,0318","0,827",0,4,"0,597",4,175218,"0,38005810622939","0,244",1,audio_features,4Lc1jVaBN8JoZOQz4lDOlK,Calm,Where the World Ends,Layne Elizabeth,Where the World Ends
"0,739","0,0889","125,064","0,151","0,0968",0,4,"0,728",3,167587,"0,449262324670293","0,311",1,audio_features,6EkQmHBoux7iqK4vjfHq4V,Calm,Only Human (Special Edition),Calum Scott,Need To Know
"0,648","0,098","148,007","0,0601","0,253",0,4,"0,531",6,224720,"0,494310686986835","0,326",1,audio_features,0P7hldeLJsslU345SbZi5R,Calm,Soldier,James TW,Soldier
"0,715","0,0768","115,005","0,0329","0,127",0,4,"0,627",1,229283,"0,561112572786191","0,481",1,audio_features,3XXGqZX50zbGqSOup74UH2,Calm,Tough,Lewis Capaldi,Tough
"0,349","0,0804","121,898","0,0351","0,834",0,4,"0,698",0,224693,"0,417878473914528","0,446",1,audio_features,5KTs9czAIYinQrBuLRKYj9,Calm,All I Am (Acoustic),Jess Glynne,All I Am - Acoustic
"0,418","0,105","187,97","0,0862","0,844","0,000976",4,"0,562",0,189000,"0,223305798302641","0,268",0,audio_features,2pu58Ze8wqgZDq1eQs3P8c,Calm,Back In The Water,HAEVN,Back in the Water
"0,676","0,426","89,04","0,049","0,124",0,4,"0,463",5,152913,"0,444733659389797","0,584",1,audio_features,0MJGEZXkdMj7uQUGhI6gj3,Calm,Straight To The Heart,Nick Talos,Straight To The Heart
"0,495","0,114","165,097","0,0303","0,385","0,0000919",4,"0,557",3,227067,"0,38774838712353","0,296",1,audio_features,2BVyCBKJYlSdxic0yVpJ9C,Calm,Sink,Noah Kahan,Sink
"0,575","0,0934","126,772","0,0331","0,399","0,0000236",5,"0,683",5,157878,"0,390346239648965","0,558",0,audio_features,4lDN8anxsodu74ZlmON3Dp,Calm,Lose Control (Acoustic Version),Matt Simons,Lose Control - Acoustic Version
"0,172","0,354","143,398","0,0379","0,958",0,4,"0,376",2,210000,"0,21448651854918","0,347",1,audio_features,66MxyiQy54baNhSyg3wiIn,Calm,Unspoken,Aaron Smith,Unspoken
"0,368","0,0496","88,744","0,0327","0,577","0,000137",4,"0,475",6,277280,"0,278740452032377","0,162",1,audio_features,1LiEAia09qw722mpzqfROY,Calm,BRAVE,K E M A L,BRAVE
"0,2","0,106","103,777","0,031","0,924","0,0081",4,"0,429",0,247827,"0,224362360219983","0,148",0,audio_features,1bhnF7ddAquPs1S1lwk3ef,Calm,Where's My Love,SYML,Where's My Love (feat. Lily Kershaw) - French Version
"0,431","0,106","142,927","0,0325","0,851","0,0058",4,"0,585",0,237558,"0,241907871384559","0,225",0,audio_features,1O1C3GPadNrywLJXXhmPMk,Calm,Where the Heart Is,HAEVN,Where the Heart Is
"0,365","0,0554","84,628","0,111","0,63","0,00000683",4,"0,605",7,193668,"0,27720432375777","0,224",1,audio_features,3cqPu20DGTGUoZtbJH2Dmi,Calm,What If I Told You That I Love You,Ali Gatie,What If I Told You That I Love You
"0,306","0,0901","141,491","0,141","0,72",0,4,"0,52",2,218142,"0,328133068654162","0,3",1,audio_features,7MUSG8BL1SVMv4fyfMPRB3,Calm,Love Is In The Picture,Jamie Cullum,Love Is In The Picture
"0,296","0,135","90,959","0,0457","0,65",0,4,"0,763",1,201093,"0,294747411657362","0,206",0,audio_features,05RmevbSKDvHHKpYBoXYfR,Calm,Fresh Roses,Juke Ross,Fresh Roses
"0,6","0,565","119,685","0,0848","0,558","0,00000187",4,"0,611",1,198351,"0,429388095756245","0,36",1,audio_features,2E0475TK1pi07lg18RArTG,Calm,Rush (feat. Jessie Reyez),Lewis Capaldi,Rush (feat. Jessie Reyez)
"0,524","0,0925","97,456","0,0248","0,168",0,3,"0,621",5,193598,"0,443812980308139","0,434",1,audio_features,10unIjOu5Jurco3SDbV4HZ,Calm,Raised Under Grey Skies (Deluxe),JP Cooper,All This Love
"0,502","0,124","103,987","0,0302","0,665","0,165",4,"0,644",1,201196,"0,339859958465667","0,159",0,audio_features,03KisebN9LuPAchPJm32M8,Calm,Feeling You,Harrison Storm,Feeling You
"0,542","0,0963","117,941","0,0924","0,216",0,4,"0,675",9,189693,"0,395594276908156","0,371",1,audio_features,2QoEdD1n0RNZGRln8IuZKC,Calm,Half My Life,Violet Skies,Half My Life
"0,466","0,0583","102,058","0,0357","0,558",0,4,"0,741",4,197369,"0,433610709449186","0,351",1,audio_features,54iSfkh69fxhnSNrgvTEBp,Calm,Worst of You,Maisie Peters,Worst of You
"0,673","0,146","144,046","0,0371","0,155",0,4,"0,536",0,171296,"0,65516396113528","0,216",0,audio_features,6tmvxHYeUUEsVFkHZlwoeD,Calm,Stand By Me,John Newman,Stand By Me
"0,295","0,114","96,995","0,038","0,72","0,00805",4,"0,684",6,217212,"0,242242310428788","0,165",0,audio_features,2jevVRbrI8eo7VI0m4pWnL,Calm,Bury My Heart,Allman Brown,Bury My Heart - EP Version
"0,292","0,0974","64,002","0,0483","0,743",0,4,"0,681",11,191002,"0,331169246556412","0,162",1,audio_features,52iLDrSoRtf9lcgFuLVfqE,Calm,Older,Sasha Sloan,Older
"0,177","0,136","105,008","0,0335","0,856",0,4,"0,664",1,180466,"0,210377843976647","0,29",1,audio_features,4r4aTOJc7K3iUIU3MEPw6I,Calm,Be Alright,Lola Rhodes,Be Alright
"0,893","0,159","123,994","0,0562","0,241","0,000778",4,"0,653",8,199275,"0,414285754460685","0,696",0,audio_features,7FOgj5HLQd9LXGKXot1RhA,Calm,Do It Like You Do,KAWALA,Do It Like You Do
"0,713","0,348","114,03","0,0342","0,235","0,0000983",4,"0,675",1,175210,"0,539572739546649","0,363",1,audio_features,2fQm1kKsSFCGn7iJ2DMf72,Calm,You Were The One,Palm Trees,You Were The One
"0,246","0,136","110,1","0,0302","0,696","0,00463",4,"0,545",9,232800,"0,2615170448138","0,0986",1,audio_features,2Hf4lbVibsJo6u6cFAxwdQ,Calm,when i look at you.,Rosie Carney,when i look at you.
"0,387","0,176","96,251","0,0467","0,597",0,4,"0,666",6,167478,"0,31630058853452","0,35",1,audio_features,1rSN8bbkIyqDvXwvg6jkNo,Calm,10,Sam Setton,10
"0,559","0,262","114,983","0,313","0,338",0,4,"0,633",6,168640,"0,553668734842937","0,473",1,audio_features,7vA2Y79Q4bBqdzBCfHeGEe,Calm,Hurt Somebody,Noah Kahan,Hurt Somebody (With Julia Michaels)
"0,423","0,108","95,068","0,0428","0,509",0,4,"0,787",1,182067,"0,542437867568687","0,534",1,audio_features,5EjG2jgzovOhN3OzWCcbdu,Calm,Gravity,Leo Stannard,Gravity
"0,34","0,285","129,98","0,0339","0,82",0,4,"0,681",7,179998,"0,370808772480511","0,417",1,audio_features,1Fo4OvzP9PThFKMeMIAEYu,Calm,Superhero,Lauv,Superhero
"0,176","0,107","161,228","0,0379","0,926","0,0318",3,"0,247",5,214371,"0,262331232691668","0,207",0,audio_features,23rc3hj3GIEkdAjAPYc2dd,Calm,Fortitude,HAEVN,Fortitude
"0,522","0,111","172,059","0,39","0,691","0,00000278",4,"0,505",9,196893,"0,417541839319811","0,381",1,audio_features,2yPqhfL7EeQlEdz7rAQfU9,Calm,Just You and I,Tom Walker,Just You and I
"0,216","0,318","119,082","0,0366","0,919",0,4,"0,402",2,197056,"0,408460439210081","0,278",1,audio_features,2Z7UF5qoyCU6Ksnf6aTMOs,Calm,Unconditional,Freya Ridings,Unconditional
"0,0823","0,121","136,402","0,038","0,93","0,00000962",4,"0,36",2,198374,"0,320147415365151","0,134",1,audio_features,5Ck2pBM8zZNIjIxeiEiVvy,Calm,Strange (Edit),Celeste,Strange - Edit
"0,646","0,0788","120,984","0,0382","0,126",0,4,"0,818",11,182000,"0,601173737483278","0,791",0,audio_features,1uHs6H22sfw8kBuXCwbOWS,Calm,Waterbed,Hearts & Colors,Waterbed
"0,502","0,105","155,671","0,0505","0,802","0,0351",4,"0,306",9,273947,"0,266808708115436","0,226",1,audio_features,6dNMCauBrAtkZNntzxDAJf,Calm,Happiness,Jens Kuross,Happiness
"0,528","0,122","159,821","0,0266","0,615","0,0964",4,"0,556",4,285480,"0,396597525340869","0,163",1,audio_features,1HNywa8Bk0TmzRwQrzhtPo,Calm,I Guess I Just Feel Like,John Mayer,I Guess I Just Feel Like
"0,248","0,713","98,136","0,0502","0,91",0,4,"0,483",9,305160,"0,340094806512191","0,415",1,audio_features,0iVAPfPW2NkfxCqu0a1UBl,Calm,Can I Be Him (Acoustic Live Version),James Arthur,Can I Be Him - Acoustic Live Version
"0,228","0,0588","110,908","0,0337","0,949","0,00731",4,"0,291",2,242893,"0,308318795024935","0,0967",1,audio_features,7eCjljRTwyqDBT52ygUUO5,Calm,Afterneath,Luke Sital-Singh,Afterneath
"0,332","0,0996","136,068","0,028","0,587","0,00154",4,"0,505",9,231499,"0,307361877227339","0,306",0,audio_features,5M0VNxtJnBfROF0wYRWeWr,Calm,Parade,NIGHT FLIGHT,Parade
"0,261","0,0982","125,129","0,0709","0,918",0,4,"0,563",10,195579,"0,344706918437968","0,411",1,audio_features,5hn1VvnTKDUne8wGB4UfXB,Calm,Lost On You,Lewis Capaldi,Lost On You
"0,385","0,0597","78,047","0,0286","0,869","0,00928",4,"0,327",2,184394,"0,270613837540907","0,312",1,audio_features,4JYrpizOk0BX6BSKb0GU10,Calm,Brother,Aaron Smith,Brother
"0,397","0,126","92,291","0,0283","0,558","0,0781",4,"0,334",7,273107,"0,398428136342773","0,0351",1,audio_features,0u4rkpmNtgcFxYHepnVF4v,Calm,Bathing Beach,Novo Amor,Carry You
"0,33","0,111","89,918","0,0352","0,855",0,4,"0,72",5,212125,"0,2826832007002","0,716",1,audio_features,4XlSTowke4Ul0J9xPGvzuY,Calm,Friends,David Benjamin,Friends
"0,153","0,112","118,689","0,0729","0,982","0,961",4,"0,532",9,126825,"0,122913617306017","0,279",1,audio_features,429NtPmr12aypzFH3FkN9l,Calm,Coffee,beabadoobee,Coffee
"0,391","0,109","123,985","0,0385","0,532","0,0000263",4,"0,613",0,255493,"0,290101517118217","0,218",1,audio_features,3KS09EvUKTtPgTHbBBsLCw,Calm,Spirit Bird,Xavier Rudd,Follow the Sun
"0,31","0,102","72,988","0,0343","0,852","0,0000258",4,"0,563",2,273438,"0,33558303695328","0,369",1,audio_features,1sJvV2yJ6kgMeNNmIdp19A,Calm,Who Are We,Plàsi,Who Are We
"0,203","0,106","79,902","0,0493","0,909",0,4,"0,686",9,203818,"0,285430251378658","0,339",0,audio_features,0r8Ak8DxAdZzxNb9uImWAQ,Calm,Be Your Man,Rhys Lewis,Be Your Man
"0,189","0,119","111,066","0,0349","0,848",0,4,"0,73",11,241093,"0,278259499732257","0,177",0,audio_features,2cOzoeCm8B8LhRqP5rWkW8,Calm,Temple of Maia,Halehan,Whirlwind
"0,358","0,0857","172,406","0,0354","0,833","0,0000368",4,"0,259",7,230139,"0,397328758264326","0,199",1,audio_features,40S8PB381eYFhZDjDRhoIQ,Calm,The Wrong Kind of War,Imany,Lately
"0,186","0,0779","72,541","0,0422","0,868",0,4,"0,708",9,156107,"0,356738514884909","0,321",0,audio_features,5a6pdCHlWS2ekOOQ70QnAr,Calm,July,Noah Cyrus,July
"0,723","0,109","152,959","0,0742","0,193",0,4,"0,713",0,202542,"0,449417521179983","0,823",1,audio_features,7FbIfuvWzBceD97ysXLKle,Calm,Stuck In The Rain,Mabes,Stuck In The Rain
"0,37","0,123","114,26","0,0543","0,883",0,4,"0,618",10,177153,"0,298538261891796","0,433",1,audio_features,0Uon5NsSAkBDx69XYOaQ5P,Calm,Stay,Gracie Abrams,Stay
"0,689","0,0808","123,931","0,0326","0,325","0,0384",4,"0,828",7,216015,"0,40373834645533","0,853",1,audio_features,3bH4HzoZZFq8UpZmI2AMgV,Calm,New Light,John Mayer,New Light
"0,455","0,237","148,182","0,156","0,452",0,4,"0,532",2,160187,"0,381680524190083","0,204",1,audio_features,3vUc9WQpoca15404jNdzf9,Calm,~how i'm feeling~,Lauv,Changes
"0,444","0,13","119,85","0,0394","0,919","0,383",4,"0,482",2,240484,"0,292314258578705","0,248",1,audio_features,5Gu9NqnVHf7mmlCWYb25Ix,Calm,try to be okay,Yoste,Howl
"0,381","0,131","120,057","0,0346","0,362","0,000321",4,"0,663",5,241120,"0,349582754483836","0,24",0,audio_features,6yWn9RKfL1il1b4hFe6H1i,Calm,Thrilled To Be Here,BAILEN,Something Tells Me
"0,52","0,552","136,014","0,0387","0,118","0,000512",4,"0,642",9,196055,"0,403366660889927","0,488",1,audio_features,5CalS8Gn69OOrR9aiw0ZO9,Calm,Living Mirage,The Head and the Heart,Honeybee
"0,668","0,0963","120,005","0,0289","0,0428","0,000408",4,"0,703",4,156987,"0,409920841877005","0,659",1,audio_features,6TL3MOcVW8i1UiJkvhpDbR,Calm,Carry Me Away,John Mayer,Carry Me Away
"0,67","0,109","112,993","0,0323","0,164","0,00283",4,"0,707",9,223120,"0,493344169571728","0,822",1,audio_features,6QTPacyXkZWG9FMwq6L1hJ,Calm,Love You For A Long Time,Maggie Rogers,Love You For A Long Time
"0,687","0,203","90,036","0,105","0,0215","0,00000286",4,"0,523",7,217480,"0,524747043036","0,711",1,audio_features,5Apvsk0suoivI1H8CmBglv,Calm,"Wasteland, Baby!",Hozier,Almost (Sweet Music)
"0,4","0,17","137,633","0,0423","0,735","0,000856",4,"0,597",7,168713,"0,356943929198846","0,395",0,audio_features,6J1Rk8WkZ6KOFUtlTVMoJd,Calm,Eloise,Penny and Sparrow,Eloise
"0,804","0,071","159,956","0,078","0,0273","0,00000155",4,"0,492",8,196451,"0,558920449944723","0,574",1,audio_features,09PIYploijfke8kPiVVoJV,Calm,Supply & Demand,Wilder Woods,Supply & Demand
"0,323","0,109","140,955","0,0299","0,757","0,00333",4,"0,687",2,223453,"0,313870139198369","0,32",1,audio_features,7l1JgKKbTh8n0o1ya4j67k,Calm,"Good Luck, Kid",Joseph,Side Effects
"0,582","0,113","119,089","0,0414","0,0915","0,0000709",4,"0,515",8,280293,"0,488314926809835","0,641",1,audio_features,0SqfoSpuWsk4CJpCX2LvCD,Calm,Who Are You Now,Madison Cunningham,Song In My Head
"0,71","0,148","123,89","0,0284","0,533","0,0011",4,"0,704",8,237760,"0,427218449986815","0,897",1,audio_features,2pfAvgMoHLfialvMYn337d,Calm,By and By,Caamp,No Sleep
"0,467","0,201","81,49","0,0289","0,294","0,00000241",4,"0,699",2,217983,"0,448952092413566","0,74",1,audio_features,0T4SSmBlTtKAvcqZo8LT6i,Calm,Slowly,Josh Gilligan,Slowly
"0,788","0,112","87,964","0,121","0,053","0,0000113",4,"0,672",1,216316,"0,511564030007004","0,321",1,audio_features,3VPFV5Xj8QjXDJKl2rVce7,Calm,Moonlight,Johnnyswim,Bridges
"0,478","0,109","115,013","0,0281","0,00161","0,00419",4,"0,639",0,220984,"0,399668573114467","0,557",1,audio_features,0WH1FwH09z2iJ84dRFODcm,Calm,Sometimes Love Takes So Long,Illiterate Light,Sometimes Love Takes So Long
"0,455","0,109","94,888","0,0287","0,0355","0,00000176",4,"0,422",9,212503,"0,376270352267765","0,201",1,audio_features,4mOmMccRWthpaUtjPhiQm8,Calm,Weather Balloons [Feat. Frances Cone],Susto,Weather Balloons [Feat. Frances Cone]
"0,505","0,144","131,909","0,0276","0,201","0,00000108",4,"0,52",9,212945,"0,436666625506967","0,441",1,audio_features,0VcVy0kpfwyd5rMS5URyVD,Calm,Joyride,Adam Melchor,Joyride
"0,62","0,131","112,894","0,0288","0,000669","0,00474",4,"0,529",2,306600,"0,464141070947642","0,492",1,audio_features,2vBnxZkr6K0Py6iTxHXUKS,Calm,Black Jeans,Lucie Silvas,Black Jeans
"0,826","0,0978","80,845","0,0775","0,176",0,4,"0,442",10,213320,"0,542000890401624","0,601",1,audio_features,1BlQWQgGP84r4GYUVty4Ar,Calm,Busyhead,Noah Kahan,Mess
"0,713","0,445","103,342","0,0295","0,0131",0,4,"0,605",2,233039,"0,539945591954482","0,458",1,audio_features,2IxOGK5JJIhi2Alx5BA7oe,Calm,Living Mirage,The Head and the Heart,I Found Out
